activityId,activityParentId,activityParentName,calories,description,distance,duration,hasActiveZoneMinutes,hasStartTime,isFavorite,lastModified,logId,name,startDate,startTime,steps
18240,90024,Swim,568,25-50 yards/min,,3600000,False,True,False,2017-02-14T08:33:07.000Z,6037411227,Swim,2017-02-12,11:20,0
90024,90024,Swim,568,less than 25 yards/min,,3600000,False,True,False,2017-02-17T12:50:23.000Z,6131055366,Swim,2017-02-17,12:34,0
90024,90024,Swim,562,less than 25 yards/min,,3600000,False,True,False,2017-02-19T11:19:51.000Z,6159381681,Swim,2017-02-19,11:05,0
20047,20047,Elliptical,375,,,2400000,False,True,False,2017-02-25T15:32:20.000Z,6281660382,Elliptical,2017-02-25,16:02,972
20047,20047,Elliptical,375,,,2400000,False,True,False,2017-02-26T14:41:09.000Z,6283165408,Elliptical,2017-02-26,11:10,0
20050,20050,CrossFit,702,,,4500000,False,True,False,2017-03-09T13:29:01.000Z,6488041838,CrossFit,2017-03-09,12:56,154
